"","chr_id","type","feature","start","stop","strand","gene_id","gene_version","gene_name","gene_source","gene_biotype","transcript_id","transcript_version","transcript_name","transcript_source","transcript_biotype","tag","transcript_support_level","exon_number","exon_id","exon_version","protein_id","protein_version","ccds_id","is_poisonous_exon"
"ENSG00000006756.1191755","X","havana","exon",2923168,2923306,"-","ENSG00000006756","16","ARSD","ensembl_havana","protein_coding","ENST00000559324","1","ARSD-207","havana","nonsense_mediated_decay",NA,"4","3","ENSE00002567161","1",NA,NA,NA,TRUE
"ENSG00000007047.2741813","19","havana","exon",45277981,45278042,"+","ENSG00000007047","15","MARK4","ensembl_havana","protein_coding","ENST00000592207","5","MARK4-208","havana","nonsense_mediated_decay","cds_start_NF","3","2","ENSE00002803822","1",NA,NA,NA,TRUE
"ENSG00000007062.684778","4","havana","exon",16055237,16055449,"-","ENSG00000007062","11","PROM1","ensembl_havana","protein_coding","ENST00000511153","5","PROM1-211","havana","nonsense_mediated_decay","cds_start_NF","1","2","ENSE00002054450","1",NA,NA,NA,TRUE
"ENSG00000007202.2378560","17","havana","exon",28640560,28640627,"-","ENSG00000007202","15","KIAA0100","ensembl_havana","protein_coding","ENST00000581267","1","KIAA0100-212","havana","nonsense_mediated_decay","cds_start_NF","3","2","ENSE00002728885","1",NA,NA,NA,TRUE
"ENSG00000007216.2377389","17","havana","exon",28487410,28487550,"+","ENSG00000007216","14","SLC13A2","ensembl_havana","protein_coding","ENST00000577903","5","SLC13A2-206","havana","nonsense_mediated_decay",NA,"2","2","ENSE00003472367","1",NA,NA,NA,TRUE
"ENSG00000007216.2377424","17","havana","exon",28487410,28487550,"+","ENSG00000007216","14","SLC13A2","ensembl_havana","protein_coding","ENST00000579281","5","SLC13A2-207","havana","nonsense_mediated_decay","cds_start_NF","2","2","ENSE00003472367","1",NA,NA,NA,TRUE
"ENSG00000007216.2377453","17","havana","exon",28487410,28487550,"+","ENSG00000007216","14","SLC13A2","ensembl_havana","protein_coding","ENST00000459818","2","SLC13A2-203","havana","nonsense_mediated_decay","cds_start_NF","2","2","ENSE00003472367","1",NA,NA,NA,TRUE
"ENSG00000007341.137199","1","havana","exon",112540779,112540872,"-","ENSG00000007341","19","ST7L","ensembl_havana","protein_coding","ENST00000361846","7","ST7L-204","havana","nonsense_mediated_decay",NA,"1","15","ENSE00003643463","1",NA,NA,NA,TRUE
"ENSG00000007341.137270","1","havana","exon",112540779,112540872,"-","ENSG00000007341","19","ST7L","ensembl_havana","protein_coding","ENST00000490715","5","ST7L-222","havana","nonsense_mediated_decay",NA,"1","16","ENSE00003643463","1",NA,NA,NA,TRUE
"ENSG00000007384.2189932","16","havana","exon",63587,63922,"-","ENSG00000007384","15","RHBDF1","ensembl_havana","protein_coding","ENST00000417043","5","RHBDF1-202","havana","nonsense_mediated_decay",NA,"3","3","ENSE00001614010","1",NA,NA,NA,TRUE
"ENSG00000007392.2190447","16","havana","exon",227987,229439,"-","ENSG00000007392","16","LUC7L","ensembl_havana","protein_coding","ENST00000426094","5","LUC7L-207","havana","nonsense_mediated_decay",NA,"1","1","ENSE00001773157","1",NA,NA,NA,TRUE
"ENSG00000007541.2192608","16","havana","exon",574528,574763,"+","ENSG00000007541","16","PIGQ","ensembl_havana","protein_coding","ENST00000636657","1","PIGQ-221","havana","nonsense_mediated_decay",NA,"5","3","ENSE00003792257","1",NA,NA,NA,TRUE
"ENSG00000007933.198396","1","havana","exon",171101080,171101206,"+","ENSG00000007933","13","FMO3","ensembl_havana","protein_coding","ENST00000472784","5","FMO3-202","havana","nonsense_mediated_decay",NA,"5","3","ENSE00003682572","1",NA,NA,NA,TRUE
"ENSG00000008130.7571","1","havana","exon",1756739,1756882,"-","ENSG00000008130","15","NADK","ensembl_havana","protein_coding","ENST00000497186","5","NADK-214","havana","nonsense_mediated_decay","cds_start_NF","3","2","ENSE00001856899","1",NA,NA,NA,TRUE
"ENSG00000008311.1154504","7","havana","exon",122082788,122082891,"-","ENSG00000008311","15","AASS","ensembl_havana","protein_coding","ENST00000358954","6","AASS-201","havana","nonsense_mediated_decay",NA,"1","19","ENSE00003462508","1",NA,NA,NA,TRUE
"ENSG00000008311.1154520","7","havana","exon",122082788,122082872,"-","ENSG00000008311","15","AASS","ensembl_havana","protein_coding","ENST00000426162","1","AASS-204","havana","nonsense_mediated_decay","cds_start_NF","5","1","ENSE00001623803","1",NA,NA,NA,TRUE
"ENSG00000008382.2635515","19","havana","exon",4357951,4358172,"+","ENSG00000008382","15","MPND","ensembl_havana","protein_coding","ENST00000594716","5","MPND-204","havana","nonsense_mediated_decay",NA,"1","11","ENSE00002990867","1",NA,NA,NA,TRUE
"ENSG00000008710.2204567","16","havana","exon",2091781,2091854,"-","ENSG00000008710","19","PKD1","ensembl_havana","protein_coding","ENST00000561668","5","PKD1-223","havana","nonsense_mediated_decay","cds_start_NF","3","2","ENSE00002593431","1",NA,NA,NA,TRUE
"ENSG00000008838.2401534","17","havana","exon",40019785,40020010,"-","ENSG00000008838","20","MED24","ensembl_havana","protein_coding","ENST00000491466","5","MED24-209","havana","nonsense_mediated_decay","cds_start_NF","5","4","ENSE00003594430","1",NA,NA,NA,TRUE
"ENSG00000008838.2401855","17","havana","exon",40033345,40033771,"-","ENSG00000008838","20","MED24","ensembl_havana","protein_coding","ENST00000580008","5","MED24-221","havana","nonsense_mediated_decay","cds_start_NF","1","5","ENSE00002734281","1",NA,NA,NA,TRUE
"ENSG00000008952.632393","3","havana","exon",169982637,169982911,"+","ENSG00000008952","17","SEC62","ensembl_havana","protein_coding","ENST00000460513","5","SEC62-202","havana","nonsense_mediated_decay",NA,"5","4","ENSE00001934239","1",NA,NA,NA,TRUE
"ENSG00000008952.632467","3","havana","exon",169982660,169982911,"+","ENSG00000008952","17","SEC62","ensembl_havana","protein_coding","ENST00000469515","6","SEC62-204","havana","nonsense_mediated_decay",NA,"3","4","ENSE00001893925","1",NA,NA,NA,TRUE
"ENSG00000009335.1188386","7","havana","exon",157164419,157164530,"+","ENSG00000009335","18","UBE3C","ensembl_havana","protein_coding","ENST00000430750","1","UBE3C-203","havana","nonsense_mediated_decay","cds_start_NF","4","3","ENSE00001675028","1",NA,NA,NA,TRUE
"ENSG00000009765.1035223","6","havana","exon",150395394,150395566,"+","ENSG00000009765","14","IYD","ensembl_havana","protein_coding","ENST00000367335","7","IYD-203","havana","nonsense_mediated_decay","CCDS","1","5","ENSE00001652911","2",NA,NA,"CCDS55066",TRUE
"ENSG00000009830.2049978","14","havana","exon",77278729,77278961,"-","ENSG00000009830","11","POMT2","ensembl_havana","protein_coding","ENST00000555710","1","POMT2-211","havana","nonsense_mediated_decay","cds_start_NF","4","3","ENSE00002515213","1",NA,NA,NA,TRUE
"ENSG00000009830.2050056","14","havana","exon",77320434,77320860,"-","ENSG00000009830","11","POMT2","ensembl_havana","protein_coding","ENST00000556326","5","POMT2-214","havana","nonsense_mediated_decay",NA,"1","1","ENSE00002429818","1",NA,NA,NA,TRUE
"ENSG00000010219.1776266","12","havana","exon",4580824,4580977,"+","ENSG00000010219","13","DYRK4","ensembl_havana","protein_coding","ENST00000539701","5","DYRK4-209","havana","nonsense_mediated_decay",NA,"5","4","ENSE00002319731","1",NA,NA,NA,TRUE
"ENSG00000010219.1776283","12","havana","exon",4580824,4580977,"+","ENSG00000010219","13","DYRK4","ensembl_havana","protein_coding","ENST00000537719","5","DYRK4-205","havana","nonsense_mediated_decay",NA,"3","3","ENSE00002319731","1",NA,NA,NA,TRUE
"ENSG00000010219.1776296","12","havana","exon",4563057,4563176,"+","ENSG00000010219","13","DYRK4","ensembl_havana","protein_coding","ENST00000539309","5","DYRK4-207","havana","nonsense_mediated_decay",NA,"5","2","ENSE00002254143","1",NA,NA,NA,TRUE
"ENSG00000010244.2387695","17","havana","exon",32369599,32369782,"+","ENSG00000010244","18","ZNF207","ensembl_havana","protein_coding","ENST00000581531","5","ZNF207-213","havana","nonsense_mediated_decay","cds_start_NF","5","9","ENSE00003657472","1",NA,NA,NA,TRUE
"ENSG00000010361.2760771","19","havana","exon",49811363,49811491,"-","ENSG00000010361","14","FUZ","ensembl_havana","protein_coding","ENST00000528043","5","FUZ-211","havana","nonsense_mediated_decay",NA,"3","5","ENSE00002180876","1",NA,NA,NA,TRUE
"ENSG00000010361.2760834","19","havana","exon",49812447,49812736,"-","ENSG00000010361","14","FUZ","ensembl_havana","protein_coding","ENST00000525800","5","FUZ-205","havana","nonsense_mediated_decay",NA,"3","2","ENSE00003516512","1",NA,NA,NA,TRUE
"ENSG00000010361.2760851","19","havana","exon",49812447,49812736,"-","ENSG00000010361","14","FUZ","ensembl_havana","protein_coding","ENST00000527111","2","FUZ-208","havana","nonsense_mediated_decay",NA,"2","2","ENSE00003476955","1",NA,NA,NA,TRUE
"ENSG00000010361.2760862","19","havana","exon",49812447,49812685,"-","ENSG00000010361","14","FUZ","ensembl_havana","protein_coding","ENST00000526435","1","FUZ-206","havana","nonsense_mediated_decay",NA,"3","2","ENSE00002172661","1",NA,NA,NA,TRUE
"ENSG00000010379.1768521","12","havana","exon",242614,242765,"-","ENSG00000010379","16","SLC6A13","ensembl_havana","protein_coding","ENST00000539260","1","SLC6A13-206","havana","nonsense_mediated_decay",NA,"3","4","ENSE00002226432","1",NA,NA,NA,TRUE
"ENSG00000010379.1768535","12","havana","exon",238171,238343,"-","ENSG00000010379","16","SLC6A13","ensembl_havana","protein_coding","ENST00000542272","5","SLC6A13-208","havana","nonsense_mediated_decay",NA,"4","4","ENSE00002282891","1",NA,NA,NA,TRUE
"ENSG00000010404.1270066","X","ensembl_havana","exon",149491538,149491667,"-","ENSG00000010404","18","IDS","ensembl_havana","protein_coding","ENST00000466323","5","IDS-206","ensembl_havana","nonsense_mediated_decay",NA,"1","7","ENSE00001923580","1",NA,NA,NA,TRUE
"ENSG00000010404.1270109","X","havana","exon",149502075,149502177,"-","ENSG00000010404","18","IDS","ensembl_havana","protein_coding","ENST00000464251","5","IDS-204","havana","nonsense_mediated_decay","cds_start_NF","5","3","ENSE00001847500","1",NA,NA,NA,TRUE
"ENSG00000010932.198616","1","havana","exon",171270577,171270745,"+","ENSG00000010932","17","FMO1","ensembl_havana","protein_coding","ENST00000469112","5","FMO1-205","havana","nonsense_mediated_decay",NA,"2","4","ENSE00001843158","1",NA,NA,NA,TRUE
"ENSG00000011021.23231","1","havana","exon",11833887,11834030,"+","ENSG00000011021","23","CLCN6","ensembl_havana","protein_coding","ENST00000400892","3","CLCN6-208","havana","nonsense_mediated_decay",NA,"3","15","ENSE00003835448","1",NA,NA,NA,TRUE
"ENSG00000011105.1775079","12","havana","exon",3206280,3206418,"+","ENSG00000011105","14","TSPAN9","ensembl_havana","protein_coding","ENST00000444315","6","TSPAN9-204","havana","nonsense_mediated_decay",NA,"4","4","ENSE00002315747","1",NA,NA,NA,TRUE
"ENSG00000011143.2443583","17","havana","exon",58214741,58214898,"-","ENSG00000011143","16","MKS1","ensembl_havana","protein_coding","ENST00000580127","5","MKS1-209","havana","nonsense_mediated_decay",NA,"5","5","ENSE00002701826","1",NA,NA,NA,TRUE
"ENSG00000011198.522334","3","havana","exon",43699502,43699533,"+","ENSG00000011198","10","ABHD5","ensembl_havana","protein_coding","ENST00000013894","3","ABHD5-201","havana","nonsense_mediated_decay",NA,"3","3","ENSE00001728436","1",NA,NA,NA,TRUE
"ENSG00000011198.522351","3","havana","exon",43694903,43695153,"+","ENSG00000011198","10","ABHD5","ensembl_havana","protein_coding","ENST00000646378","1","ABHD5-214","havana","nonsense_mediated_decay",NA,NA,"2","ENSE00003828490","1",NA,NA,NA,TRUE
"ENSG00000011198.522374","3","havana","exon",43702387,43702587,"+","ENSG00000011198","10","ABHD5","ensembl_havana","protein_coding","ENST00000643477","1","ABHD5-210","havana","nonsense_mediated_decay",NA,NA,"3","ENSE00003825616","1",NA,NA,NA,TRUE
"ENSG00000011243.2676571","19","havana","exon",15403475,15403555,"-","ENSG00000011243","18","AKAP8L","ensembl_havana","protein_coding","ENST00000594594","6","AKAP8L-203","havana","nonsense_mediated_decay",NA,"5","5","ENSE00003542049","1",NA,NA,NA,TRUE
"ENSG00000011243.2676663","19","havana","exon",15403475,15403555,"-","ENSG00000011243","18","AKAP8L","ensembl_havana","protein_coding","ENST00000599137","5","AKAP8L-215","havana","nonsense_mediated_decay",NA,"4","4","ENSE00003542049","1",NA,NA,NA,TRUE
"ENSG00000011258.2439908","17","havana","exon",51209314,51209430,"-","ENSG00000011258","16","MBTD1","ensembl_havana","protein_coding","ENST00000405860","7","MBTD1-202","havana","nonsense_mediated_decay",NA,"5","7","ENSE00002767094","1",NA,NA,NA,TRUE
"ENSG00000011258.2439934","17","havana","exon",51192658,51193016,"-","ENSG00000011258","16","MBTD1","ensembl_havana","protein_coding","ENST00000586898","1","MBTD1-205","havana","nonsense_mediated_decay","cds_start_NF","4","1","ENSE00002778501","1",NA,NA,NA,TRUE
"ENSG00000011275.1058236","7","havana","exon",5739276,5739621,"-","ENSG00000011275","18","RNF216","ensembl_havana","protein_coding","ENST00000389900","8","RNF216-201","havana","nonsense_mediated_decay",NA,"1","4","ENSE00001609383","1",NA,NA,NA,TRUE
"ENSG00000011275.1058286","7","havana","exon",5760391,5760511,"-","ENSG00000011275","18","RNF216","ensembl_havana","protein_coding","ENST00000411812","1","RNF216-203","havana","nonsense_mediated_decay",NA,"5","3","ENSE00001649068","1",NA,NA,NA,TRUE
"ENSG00000011295.2361482","17","havana","exon",16002657,16002831,"+","ENSG00000011295","16","TTC19","ensembl_havana","protein_coding","ENST00000470399","1","TTC19-204","havana","nonsense_mediated_decay","cds_start_NF","5","4","ENSE00003555023","1",NA,NA,NA,TRUE
"ENSG00000011347.1562876","11","havana","exon",61546535,61546659,"-","ENSG00000011347","9","SYT7","ensembl_havana","protein_coding","ENST00000539246","5","SYT7-204","havana","nonsense_mediated_decay",NA,"5","5","ENSE00002266830","1",NA,NA,NA,TRUE
"ENSG00000011347.1562906","11","havana","exon",61546535,61546659,"-","ENSG00000011347","9","SYT7","ensembl_havana","protein_coding","ENST00000539468","5","SYT7-205","havana","nonsense_mediated_decay",NA,"5","5","ENSE00002266830","1",NA,NA,NA,TRUE
"ENSG00000011376.524110","3","havana","exon",45500027,45500144,"+","ENSG00000011376","12","LARS2","ensembl_havana","protein_coding","ENST00000265537","8","LARS2-201","havana","nonsense_mediated_decay",NA,"1","15","ENSE00003850680","1",NA,NA,NA,TRUE
"ENSG00000011376.524169","3","havana","exon",45509415,45509495,"+","ENSG00000011376","12","LARS2","ensembl_havana","protein_coding","ENST00000651549","1","LARS2-211","havana","nonsense_mediated_decay",NA,NA,"15","ENSE00003846591","1",NA,NA,NA,TRUE
"ENSG00000011376.524244","3","havana","exon",45399564,45399692,"+","ENSG00000011376","12","LARS2","ensembl_havana","protein_coding","ENST00000652135","1","LARS2-212","havana","nonsense_mediated_decay",NA,NA,"4","ENSE00003847368","1",NA,NA,NA,TRUE
"ENSG00000011405.1520648","11","havana","exon",17148239,17148787,"-","ENSG00000011405","13","PIK3C2A","ensembl_havana","protein_coding","ENST00000533645","1","PIK3C2A-205","havana","nonsense_mediated_decay",NA,"5","5","ENSE00002197590","1",NA,NA,NA,TRUE
"ENSG00000011422.2737369","19","havana","exon",43660974,43661442,"-","ENSG00000011422","12","PLAUR","ensembl_havana","protein_coding","ENST00000597107","1","PLAUR-210","havana","nonsense_mediated_decay",NA,"5","2","ENSE00003103860","1",NA,NA,NA,TRUE
"ENSG00000011426.1080161","7","havana","exon",36407718,36407956,"+","ENSG00000011426","11","ANLN","ensembl_havana","protein_coding","ENST00000429082","1","ANLN-206","havana","nonsense_mediated_decay","cds_start_NF","4","2","ENSE00001672754","1",NA,NA,NA,TRUE
"ENSG00000011454.1455379","9","havana","exon",123065348,123065601,"+","ENSG00000011454","17","RABGAP1","ensembl_havana","protein_coding","ENST00000456584","5","RABGAP1-205","havana","nonsense_mediated_decay",NA,"2","15","ENSE00003512035","1",NA,NA,NA,TRUE
"ENSG00000011478.2744466","19","havana","exon",45695633,45695718,"+","ENSG00000011478","12","QPCTL","ensembl_havana","protein_coding","ENST00000591606","1","QPCTL-203","havana","nonsense_mediated_decay",NA,"3","3","ENSE00002932373","1",NA,NA,NA,TRUE
"ENSG00000011485.2746332","19","havana","exon",46391151,46391258,"+","ENSG00000011485","15","PPP5C","ensembl_havana","protein_coding","ENST00000478046","5","PPP5C-205","havana","nonsense_mediated_decay","cds_start_NF","1","13","ENSE00001867616","1",NA,NA,NA,TRUE
"ENSG00000011566.300450","2","havana","exon",39303074,39303117,"-","ENSG00000011566","15","MAP4K3","ensembl_havana","protein_coding","ENST00000414968","1","MAP4K3-203","havana","nonsense_mediated_decay","cds_start_NF","4","7","ENSE00003478458","1",NA,NA,NA,TRUE
"ENSG00000011638.2237169","16","havana","exon",21178797,21178932,"+","ENSG00000011638","10","TMEM159","ensembl_havana","protein_coding","ENST00000573487","5","TMEM159-206","havana","nonsense_mediated_decay",NA,"1","6","ENSE00002643770","1",NA,NA,NA,TRUE
"ENSG00000011638.2237275","16","havana","exon",21177137,21177327,"+","ENSG00000011638","10","TMEM159","ensembl_havana","protein_coding","ENST00000573688","1","TMEM159-207","havana","nonsense_mediated_decay","cds_start_NF","2","3","ENSE00002649564","1",NA,NA,NA,TRUE
"ENSG00000012048.2413513","17","havana","exon",43106478,43106533,"-","ENSG00000012048","22","BRCA1","ensembl_havana","protein_coding","ENST00000461221","5","BRCA1-205","havana","nonsense_mediated_decay",NA,"1","4","ENSE00001945886","1",NA,NA,NA,TRUE
"ENSG00000012048.2413864","17","havana","exon",43110465,43110580,"-","ENSG00000012048","22","BRCA1","ensembl_havana","protein_coding","ENST00000492859","5","BRCA1-220","havana","nonsense_mediated_decay",NA,"1","4","ENSE00001888888","1",NA,NA,NA,TRUE
"ENSG00000012048.2413930","17","havana","exon",43112487,43112606,"-","ENSG00000012048","22","BRCA1","ensembl_havana","protein_coding","ENST00000642945","1","BRCA1-231","havana","nonsense_mediated_decay",NA,NA,"4","ENSE00003824040","1",NA,NA,NA,TRUE
"ENSG00000012048.2413978","17","havana","exon",43106478,43106533,"-","ENSG00000012048","22","BRCA1","ensembl_havana","protein_coding","ENST00000461798","5","BRCA1-207","havana","nonsense_mediated_decay",NA,"3","4","ENSE00001945886","1",NA,NA,NA,TRUE
"ENSG00000012061.2742899","19","havana","exon",45419411,45419489,"-","ENSG00000012061","15","ERCC1","ensembl_havana","protein_coding","ENST00000587888","5","ERCC1-205","havana","nonsense_mediated_decay","cds_start_NF","5","2","ENSE00002871454","1",NA,NA,NA,TRUE
"ENSG00000012124.2706229","19","havana","exon",35332578,35332924,"+","ENSG00000012124","17","CD22","ensembl_havana","protein_coding","ENST00000599717","5","CD22-221","havana","nonsense_mediated_decay",NA,"3","3","ENSE00003130027","1",NA,NA,NA,TRUE
